Area code;Donor;Project Code;Session No;legal or protection;Oblast;Raion;Hromada;Location name;Date;Topic;Language;Facilitator;Settlement type;Gender;Age;Status;Delivered;Comments
CHJ - Chernihiv;ECHO;UKR-000322;20;Protection;Chernihivska;Chernihivskyi;Novobilouska;Rivnopillia;03.11.2023;general services;ukrainian;Yuliia Pastushenko Yurii Stankevych;Rural;Female;68;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;21;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kulykivka;16.11.2023;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Male;66;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;21;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kulykivka;16.11.2023;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;60;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;21;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kulykivka;16.11.2023;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Male;63;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;21;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kulykivka;16.11.2023;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;60;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;21;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kulykivka;16.11.2023;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;48;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;19;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;54;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;71;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;79;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;82;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;88;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;44;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;59;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;36;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;35;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;22;Protection;Chernihivska;Chernihivskyi;Novobilouska;Khaliavyn;05.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;36;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;41;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;34;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;68;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;27;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;53;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;59;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;53;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;49;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;29;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;52;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;48;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;53;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;36;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;59;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;56;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;48;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;51;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;31;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;23;Protection;Chernihivska;Chernihivskyi;Ponornytska;Ponornytsia;06.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;57;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;42;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;64;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;61;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;65;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;56;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;47;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;57;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;64;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;24;Protection;Chernihivska;Chernihivskyi;"	Kulykivska";Baklanova Muraviika;11.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;41;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;44;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;61;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;71;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Male;52;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;32;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;33;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;47;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Male;43;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;49;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Male;36;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;34;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;52;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;62;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;58;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;37;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;47;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;25;Protection;Chernihivska;Koriukivskyi;Snovska;Snovsk;12.12.2023;general services;ukrainian;Valeriia Yakubenko,Yurii Stankevych;Urban;Female;79;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;52;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;38;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;64;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;67;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;32;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;53;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;63;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;57;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;26;Protection;Chernihivska;Chernihivskyi;Kyselivska;Voznesenske;13.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;51;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;64;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;62;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;38;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;31;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;54;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;49;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;54;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;55;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;57;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;74;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;72;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;41;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;48;Conflict affected;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;43;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;41;IDP;;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Male;58;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;27;Protection;Chernihivska;Chernihivskyi;Kulykivska;Kulykivka;19.12.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Male;49;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Male;32;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Male;65;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;49;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Male;24;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;46;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;59;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;64;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;48;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;26;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;28;Protection;Chernihivska;Koriukivskyi;Koriukivska;Koriukivka;08.01.2024;Basic cyber security;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;62;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;34;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;61;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;73;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;58;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;41;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;38;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Male;55;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;50;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;63;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;29;Protection;Chernihivska;Chernihivskyi;Kulykivska;Horbove;09.01.2024;Mental health;ukrainian;Tetiana Kolot;Rural;Female;69;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000322;30;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;09.01.2024;Basic cyber security;ukrainian;Yuliia Pastushenko Valeriia Yakubenko;Urban;Female;43;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;30;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;09.01.2024;Basic cyber security;ukrainian;Yuliia Pastushenko Valeriia Yakubenko;Urban;Female;48;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;30;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;09.01.2024;Basic cyber security;ukrainian;Yuliia Pastushenko Valeriia Yakubenko;Urban;Female;39;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;30;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;09.01.2024;Basic cyber security;ukrainian;Yuliia Pastushenko Valeriia Yakubenko;Urban;Female;39;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;30;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;09.01.2024;Basic cyber security;ukrainian;Yuliia Pastushenko Valeriia Yakubenko;Urban;Female;45;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;30;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;09.01.2024;Basic cyber security;ukrainian;Yuliia Pastushenko Valeriia Yakubenko;Urban;Female;57;Conflict affected;YES;
