_ID;Project;Payment Done; Amount ;Program
367497330;UKR-000284 BHA;YES;19 980;MPCA
367497337;UKR-000284 BHA;YES;19 980;MPCA
367497357;UKR-000284 BHA;YES;13 320;MPCA
367497392;UKR-000284 BHA;YES;13 320;MPCA
367497415;UKR-000284 BHA;YES;13 320;MPCA
367497434;UKR-000284 BHA;YES;26 640;MPCA
367497456;UKR-000284 BHA;YES;26 640;MPCA
367497478;UKR-000284 BHA;YES;19 980;MPCA
367497505;UKR-000284 BHA;YES;33 300;MPCA
367497565;UKR-000284 BHA;YES;22 200;MPCA
367497566;UKR-000284 BHA;YES;13 320;MPCA
367497576;UKR-000284 BHA;YES;26 640;MPCA
367497580;UKR-000284 BHA;YES;19 980;MPCA
367497593;UKR-000284 BHA;YES;19 980;MPCA
367497720;UKR-000284 BHA;YES;33 300;MPCA
367497744;UKR-000284 BHA;YES;19 980;MPCA
367497750;UKR-000284 BHA;YES;19 980;MPCA
367497823;UKR-000284 BHA;YES;19 980;MPCA
367497848;UKR-000284 BHA;YES;26 640;MPCA
367497930;UKR-000284 BHA;YES;26 640;MPCA
367497953;UKR-000284 BHA;YES;19 980;MPCA
367498036;UKR-000284 BHA;YES;19 980;MPCA
367498052;UKR-000284 BHA;YES;26 640;MPCA
367498069;UKR-000284 BHA;YES;26 640;MPCA
367498078;UKR-000284 BHA;YES;19 980;MPCA
367498094;UKR-000284 BHA;YES;19 980;MPCA
367498142;UKR-000284 BHA;YES;19 980;MPCA
367498169;UKR-000284 BHA;YES;26 640;MPCA
367498189;UKR-000284 BHA;YES;13 320;MPCA
367498201;UKR-000284 BHA;YES;19 980;MPCA
367498213;UKR-000284 BHA;YES;19 980;MPCA
367498224;UKR-000284 BHA;YES;19 980;MPCA
367498233;UKR-000284 BHA;YES;19 980;MPCA
367498248;UKR-000284 BHA;YES;19 980;MPCA
367498260;UKR-000284 BHA;NO;26 640;MPCA
367498275;UKR-000284 BHA;YES;13 320;MPCA
367498298;UKR-000284 BHA;YES;8 880;MPCA
367498308;UKR-000284 BHA;YES;13 320;MPCA
367498318;UKR-000284 BHA;YES;19 980;MPCA
367505699;UKR-000284 BHA;YES;45 660;MPCA | CashForRent
367505712;UKR-000284 BHA;YES;19 980;MPCA
367505728;UKR-000284 BHA;YES;19 980;MPCA
367505735;UKR-000284 BHA;YES;84 300;MPCA | CashForRent
367505741;UKR-000284 BHA;NO;19 980;MPCA
367505754;UKR-000284 BHA;YES;19 980;MPCA
367505767;UKR-000284 BHA;YES;6 660;MPCA
367505789;UKR-000284 BHA;YES;39 960;MPCA
367505801;UKR-000284 BHA;YES;26 640;MPCA
367505813;UKR-000284 BHA;YES;19 980;MPCA
367505839;UKR-000284 BHA;YES;6 660;MPCA
367505852;UKR-000284 BHA;YES;19 980;MPCA
367505865;UKR-000284 BHA;YES;19 980;MPCA
367513670;UKR-000284 BHA;YES;19 980;MPCA
367513680;UKR-000284 BHA;YES;19 980;MPCA
367513683;UKR-000284 BHA;YES;19 980;MPCA
367513686;UKR-000284 BHA;YES;46 620;MPCA
367513695;UKR-000284 BHA;YES;26 640;MPCA
367513702;UKR-000284 BHA;YES;6 660;MPCA
367513711;UKR-000284 BHA;YES;13 320;MPCA
367513717;UKR-000284 BHA;YES;13 320;MPCA
367513724;UKR-000284 BHA;YES;19 980;MPCA
367513728;UKR-000284 BHA;YES;19 980;MPCA
367513737;UKR-000284 BHA;YES;13 320;MPCA
367513745;UKR-000284 BHA;YES;13 320;MPCA
368004034;UKR-000284 BHA;YES;17 760;MPCA
368004048;UKR-000284 BHA;YES;19 980;MPCA
368004058;UKR-000284 BHA;YES;13 320;MPCA
368004071;UKR-000284 BHA;YES;19 980;MPCA
368004086;UKR-000284 BHA;YES;33 300;MPCA
368011821;UKR-000284 BHA;YES;13 320;MPCA
368011829;UKR-000284 BHA;YES;33 300;MPCA
368011835;UKR-000284 BHA;YES;26 640;MPCA
368011848;UKR-000284 BHA;YES;26 640;MPCA
368011854;UKR-000284 BHA;YES;19 980;MPCA
368011856;UKR-000284 BHA;YES;19 980;MPCA
368011861;UKR-000284 BHA;YES;19 980;MPCA
368011862;UKR-000284 BHA;YES;13 320;MPCA
368011869;UKR-000284 BHA;YES;19 980;MPCA
368011871;UKR-000284 BHA;YES;19 980;MPCA
368011876;UKR-000284 BHA;YES;19 980;MPCA
368011878;UKR-000284 BHA;YES;13 320;MPCA
368011880;UKR-000284 BHA;YES;26 640;MPCA
368011883;UKR-000284 BHA;YES;13 320;MPCA
368011887;UKR-000284 BHA;YES;19 980;MPCA
368011888;UKR-000284 BHA;YES;13 320;MPCA
368011889;UKR-000284 BHA;YES;19 980;MPCA
368011896;UKR-000284 BHA;YES;6 660;MPCA
368011905;UKR-000284 BHA;YES;19 980;MPCA
368011908;UKR-000284 BHA;YES;39 960;MPCA
368011917;UKR-000284 BHA;YES;6 660;MPCA
368011919;UKR-000284 BHA;YES;26 640;MPCA
368011921;UKR-000284 BHA;YES;6 660;MPCA
368011929;UKR-000284 BHA;YES;19 980;MPCA
368011930;UKR-000284 BHA;YES;26 640;MPCA
368011934;UKR-000284 BHA;YES;19 980;MPCA
368011940;UKR-000284 BHA;YES;26 640;MPCA
368011942;UKR-000284 BHA;YES;19 980;MPCA
368011945;UKR-000284 BHA;YES;33 300;MPCA
368011948;UKR-000284 BHA;YES;13 320;MPCA
368011950;UKR-000284 BHA;YES;33 300;MPCA
368011953;UKR-000284 BHA;NO;19 980;MPCA
368011956;UKR-000284 BHA;YES;26 640;MPCA
368011960;UKR-000284 BHA;YES;26 640;MPCA
368011962;UKR-000284 BHA;YES;13 320;MPCA
368011963;UKR-000284 BHA;YES;6 660;MPCA
368011967;UKR-000284 BHA;YES;26 640;MPCA
368011968;UKR-000284 BHA;NO;19 980;MPCA
368011969;UKR-000284 BHA;YES;19 980;MPCA
368011974;UKR-000284 BHA;YES;26 640;MPCA
368011978;UKR-000284 BHA;YES;13 320;MPCA
368011979;UKR-000284 BHA;YES;19 980;MPCA
368011983;UKR-000284 BHA;YES;13 320;MPCA
368011988;UKR-000284 BHA;YES;6 660;MPCA
368011989;UKR-000284 BHA;YES;13 320;MPCA
368011992;UKR-000284 BHA;YES;4 440;MPCA
368011998;UKR-000284 BHA;YES;6 660;MPCA
368011999;UKR-000284 BHA;YES;13 320;MPCA
368012007;UKR-000284 BHA;YES;26 640;MPCA
368012009;UKR-000284 BHA;YES;13 320;MPCA
368012020;UKR-000284 BHA;YES;33 300;MPCA
368012021;UKR-000284 BHA;YES;13 320;MPCA
368012027;UKR-000284 BHA;YES;13 320;MPCA
368012030;UKR-000284 BHA;YES;13 320;MPCA
368012035;UKR-000284 BHA;YES;26 640;MPCA
368012044;UKR-000284 BHA;YES;26 640;MPCA
368012045;UKR-000284 BHA;YES;26 640;MPCA
368012047;UKR-000284 BHA;YES;13 320;MPCA
368012053;UKR-000284 BHA;YES;13 320;MPCA
368012054;UKR-000284 BHA;YES;19 980;MPCA
368012057;UKR-000284 BHA;YES;19 980;MPCA
368012062;UKR-000284 BHA;YES;19 980;MPCA
368012064;UKR-000284 BHA;YES;26 640;MPCA
368012070;UKR-000284 BHA;YES;26 640;MPCA
368012071;UKR-000284 BHA;YES;19 980;MPCA
368012074;UKR-000284 BHA;YES;13 320;MPCA
368012076;UKR-000284 BHA;YES;13 320;MPCA
368012083;UKR-000284 BHA;YES;19 980;MPCA
368012084;UKR-000284 BHA;YES;13 320;MPCA
368012092;UKR-000284 BHA;YES;26 640;MPCA
368012125;UKR-000284 BHA;YES;6 660;MPCA
368012139;UKR-000284 BHA;YES;26 640;MPCA
368012148;UKR-000284 BHA;YES;6 660;MPCA
368012159;UKR-000284 BHA;YES;19 980;MPCA
368012165;UKR-000284 BHA;YES;19 980;MPCA
368012171;UKR-000284 BHA;YES;19 980;MPCA
368012176;UKR-000284 BHA;YES;13 320;MPCA
368012184;UKR-000284 BHA;YES;19 980;MPCA
368012192;UKR-000284 BHA;YES;13 320;MPCA
368012196;UKR-000284 BHA;YES;6 660;MPCA
368012204;UKR-000284 BHA;YES;26 640;MPCA
368012213;UKR-000284 BHA;YES;19 980;MPCA
368012226;UKR-000284 BHA;YES;26 640;MPCA
368012237;UKR-000284 BHA;YES;19 980;MPCA
368012243;UKR-000284 BHA;YES;33 300;MPCA
368012251;UKR-000284 BHA;YES;19 980;MPCA
368012263;UKR-000284 BHA;YES;13 320;MPCA
368012271;UKR-000284 BHA;YES;26 640;MPCA
368012280;UKR-000284 BHA;YES;6 660;MPCA
368012290;UKR-000284 BHA;YES;19 980;MPCA
368012294;UKR-000284 BHA;YES;13 320;MPCA
368013529;UKR-000284 BHA;YES;33 300;MPCA
368013546;UKR-000284 BHA;YES;19 980;MPCA
368013554;UKR-000284 BHA;YES;26 640;MPCA
368013558;UKR-000284 BHA;YES;13 320;MPCA
368013561;UKR-000284 BHA;YES;26 640;MPCA
368013571;UKR-000284 BHA;YES;6 660;MPCA
368013577;UKR-000284 BHA;YES;13 320;MPCA
368013581;UKR-000284 BHA;YES;26 640;MPCA
368013586;UKR-000284 BHA;YES;84 300;MPCA | CashForRent
368013591;UKR-000284 BHA;YES;26 640;MPCA
368013598;UKR-000284 BHA;YES;46 620;MPCA
368013603;UKR-000284 BHA;YES;26 640;MPCA
368013607;UKR-000284 BHA;YES;13 320;MPCA
368013612;UKR-000284 BHA;YES;13 320;MPCA
368013621;UKR-000284 BHA;NO;13 320;MPCA
368013632;UKR-000284 BHA;YES;13 320;MPCA
368070958;UKR-000284 BHA;YES;26 640;MPCA
368070985;UKR-000284 BHA;YES;26 640;MPCA
368070991;UKR-000284 BHA;YES;19 980;MPCA
368071003;UKR-000284 BHA;YES;19 980;MPCA
368071006;UKR-000284 BHA;YES;19 980;MPCA
368071017;UKR-000284 BHA;YES;6 660;MPCA
368071033;UKR-000284 BHA;YES;19 980;MPCA
368071041;UKR-000284 BHA;YES;19 980;MPCA
368071047;UKR-000284 BHA;YES;8 880;MPCA
368071051;UKR-000284 BHA;YES;26 640;MPCA
368071074;UKR-000284 BHA;YES;33 300;MPCA
368071079;UKR-000284 BHA;YES;19 980;MPCA
368071086;UKR-000284 BHA;YES;13 320;MPCA
368071124;UKR-000284 BHA;YES;19 980;MPCA
368071139;UKR-000284 BHA;YES;19 980;MPCA
368071156;UKR-000284 BHA;YES;19 980;MPCA
368071191;UKR-000284 BHA;YES;26 640;MPCA
368071214;UKR-000284 BHA;YES;26 640;MPCA
368071250;UKR-000284 BHA;YES;13 320;MPCA
368071278;UKR-000284 BHA;YES;19 980;MPCA
368071302;UKR-000284 BHA;YES;13 320;MPCA
368071322;UKR-000284 BHA;YES;13 320;MPCA
368071331;UKR-000284 BHA;YES;33 300;MPCA
368071362;UKR-000284 BHA;YES;26 640;MPCA
368071380;UKR-000284 BHA;YES;33 300;MPCA
368071421;UKR-000284 BHA;YES;13 320;MPCA
368071426;UKR-000284 BHA;YES;32 820;MPCA | CashForRent
368071451;UKR-000284 BHA;YES;13 320;MPCA
368071469;UKR-000284 BHA;YES;26 640;MPCA
368071491;UKR-000284 BHA;NO;26 640;MPCA
368071586;UKR-000284 BHA;YES;13 320;MPCA
368071667;UKR-000284 BHA;YES;13 320;MPCA
368071776;UKR-000284 BHA;YES;13 320;MPCA
368071820;UKR-000284 BHA;YES;19 980;MPCA
368071860;UKR-000284 BHA;YES;13 320;MPCA
368071966;UKR-000284 BHA;YES;13 320;MPCA
368072023;UKR-000284 BHA;YES;13 320;MPCA
368072096;UKR-000284 BHA;YES;19 980;MPCA
368457369;UKR-000284 BHA;YES;19 980;MPCA
368457392;UKR-000284 BHA;YES;13 320;MPCA
368457409;UKR-000284 BHA;YES;19 980;MPCA
368457446;UKR-000284 BHA;YES;19 980;MPCA
368457472;UKR-000284 BHA;YES;13 320;MPCA
368457491;UKR-000284 BHA;YES;39 960;MPCA
368457520;UKR-000284 BHA;NO;33 300;MPCA
368457536;UKR-000284 BHA;YES;19 980;MPCA
368457546;UKR-000284 BHA;YES;13 320;MPCA
368457555;UKR-000284 BHA;YES;19 980;MPCA
368457568;UKR-000284 BHA;YES;19 980;MPCA
368457583;UKR-000284 BHA;YES;19 980;MPCA
368457600;UKR-000284 BHA;YES;26 640;MPCA
368457624;UKR-000284 BHA;YES;39 960;MPCA
368457645;UKR-000284 BHA;YES;19 980;MPCA
368457657;UKR-000284 BHA;YES;19 980;MPCA
368457670;UKR-000284 BHA;YES;19 980;MPCA
368457686;UKR-000284 BHA;YES;19 980;MPCA
368457699;UKR-000284 BHA;YES;13 320;MPCA
368457711;UKR-000284 BHA;YES;26 640;MPCA
368457728;UKR-000284 BHA;YES;19 980;MPCA
368457742;UKR-000284 BHA;YES;19 980;MPCA
368457773;UKR-000284 BHA;YES;19 980;MPCA
368457794;UKR-000284 BHA;YES;33 300;MPCA
368457812;UKR-000284 BHA;YES;19 980;MPCA
368457825;UKR-000284 BHA;YES;19 980;MPCA
368457842;UKR-000284 BHA;YES;19 980;MPCA
368484961;UKR-000284 BHA;YES;33 300;MPCA
368484970;UKR-000284 BHA;YES;33 300;MPCA
368484981;UKR-000284 BHA;YES;19 980;MPCA
368484994;UKR-000284 BHA;YES;26 640;MPCA
368485013;UKR-000284 BHA;YES;26 640;MPCA
368485033;UKR-000284 BHA;YES;13 320;MPCA
368485056;UKR-000284 BHA;YES;13 320;MPCA
368485076;UKR-000284 BHA;YES;19 980;MPCA
368485095;UKR-000284 BHA;YES;13 320;MPCA
368485114;UKR-000284 BHA;YES;13 320;MPCA
368485131;UKR-000284 BHA;YES;26 640;MPCA
368485146;UKR-000284 BHA;YES;26 640;MPCA
368485162;UKR-000284 BHA;YES;6 660;MPCA
368485176;UKR-000284 BHA;YES;19 980;MPCA
368485195;UKR-000284 BHA;YES;13 320;MPCA
368485207;UKR-000284 BHA;YES;19 980;MPCA
368485219;UKR-000284 BHA;YES;33 300;MPCA
368485229;UKR-000284 BHA;YES;13 320;MPCA
368485236;UKR-000284 BHA;YES;17 760;MPCA
368485248;UKR-000284 BHA;YES;26 640;MPCA
368485263;UKR-000284 BHA;YES;13 320;MPCA
368485731;UKR-000284 BHA;YES;33 300;MPCA
368485741;UKR-000284 BHA;YES;13 320;MPCA
368485752;UKR-000284 BHA;YES;13 320;MPCA
368485762;UKR-000284 BHA;YES;19 980;MPCA
368485781;UKR-000284 BHA;YES;19 980;MPCA
368485801;UKR-000284 BHA;YES;6 660;MPCA
368485815;UKR-000284 BHA;YES;22 200;MPCA
368485825;UKR-000284 BHA;YES;19 980;MPCA
368485835;UKR-000284 BHA;YES;13 320;MPCA
368485848;UKR-000284 BHA;YES;19 980;MPCA
368485869;UKR-000284 BHA;YES;33 300;MPCA
368485897;UKR-000284 BHA;YES;19 980;MPCA
368485931;UKR-000284 BHA;YES;19 980;MPCA
368485946;UKR-000284 BHA;YES;19 980;MPCA
368485978;UKR-000284 BHA;YES;33 300;MPCA
368486032;UKR-000284 BHA;YES;19 980;MPCA
368486078;UKR-000284 BHA;YES;19 980;MPCA
368486137;UKR-000284 BHA;YES;13 320;MPCA
368486161;UKR-000284 BHA;YES;13 320;MPCA
368486180;UKR-000284 BHA;YES;19 980;MPCA
368486198;UKR-000284 BHA;YES;33 300;MPCA
368486224;UKR-000284 BHA;YES;26 640;MPCA
368486289;UKR-000284 BHA;YES;13 320;MPCA
368486308;UKR-000284 BHA;YES;13 320;MPCA
368486331;UKR-000284 BHA;YES;19 980;MPCA
368491810;UKR-000284 BHA;YES;19 980;MPCA
368491820;UKR-000284 BHA;YES;26 640;MPCA
368491835;UKR-000284 BHA;YES;6 660;MPCA
368491846;UKR-000284 BHA;YES;19 980;MPCA
368491857;UKR-000284 BHA;YES;26 640;MPCA
368491870;UKR-000284 BHA;YES;13 320;MPCA
368491882;UKR-000284 BHA;NO;6 660;MPCA
368491895;UKR-000284 BHA;YES;26 640;MPCA
368491915;UKR-000284 BHA;YES;13 320;MPCA
368491932;UKR-000284 BHA;YES;19 980;MPCA
368491942;UKR-000284 BHA;YES;13 320;MPCA
368491952;UKR-000284 BHA;YES;39 960;MPCA
368491968;UKR-000284 BHA;YES;26 640;MPCA
368491971;UKR-000284 BHA;YES;6 660;MPCA
368491978;UKR-000284 BHA;YES;19 980;MPCA
368491984;UKR-000284 BHA;YES;33 300;MPCA
368491985;UKR-000284 BHA;YES;8 880;MPCA
368492030;UKR-000284 BHA;YES;13 320;MPCA
368492047;UKR-000284 BHA;YES;19 980;MPCA
368492060;UKR-000284 BHA;YES;26 640;MPCA
368492069;UKR-000284 BHA;YES;6 660;MPCA
368492078;UKR-000284 BHA;YES;13 320;MPCA
368492083;UKR-000284 BHA;YES;6 660;MPCA
368492096;UKR-000284 BHA;YES;13 320;MPCA
368492105;UKR-000284 BHA;YES;19 980;MPCA
368492119;UKR-000284 BHA;YES;13 320;MPCA
368492129;UKR-000284 BHA;YES;26 640;MPCA
368492139;UKR-000284 BHA;YES;6 660;MPCA
368492144;UKR-000284 BHA;YES;13 320;MPCA
368492148;UKR-000284 BHA;YES;6 660;MPCA
368492157;UKR-000284 BHA;NO;19 980;MPCA
368492159;UKR-000284 BHA;YES;52 640;MPCA | CashForRent
368492170;UKR-000284 BHA;YES;19 980;MPCA
368492180;UKR-000284 BHA;YES;13 320;MPCA
368492181;UKR-000284 BHA;YES;13 320;MPCA
368492184;UKR-000284 BHA;YES;19 980;MPCA
368492189;UKR-000284 BHA;YES;13 320;MPCA
368492197;UKR-000284 BHA;YES;26 640;MPCA
368492198;UKR-000284 BHA;YES;26 640;MPCA
368492203;UKR-000284 BHA;YES;13 320;MPCA
368492213;UKR-000284 BHA;YES;6 660;MPCA
368492225;UKR-000284 BHA;YES;6 660;MPCA
368492240;UKR-000284 BHA;YES;33 300;MPCA
368492249;UKR-000284 BHA;YES;19 980;MPCA
368492266;UKR-000284 BHA;YES;6 660;MPCA
368492282;UKR-000284 BHA;YES;46 620;MPCA
368495291;UKR-000284 BHA;YES;19 980;MPCA
368495303;UKR-000284 BHA;YES;19 980;MPCA
368495339;UKR-000284 BHA;YES;13 320;MPCA
368495356;UKR-000284 BHA;YES;26 640;MPCA
368495365;UKR-000284 BHA;YES;26 640;MPCA
368495372;UKR-000284 BHA;YES;13 320;MPCA
368495380;UKR-000284 BHA;YES;6 660;MPCA
368495389;UKR-000284 BHA;YES;39 960;MPCA
368495397;UKR-000284 BHA;YES;19 980;MPCA
368495410;UKR-000284 BHA;YES;6 660;MPCA
368495424;UKR-000284 BHA;YES;13 320;MPCA
368495467;UKR-000284 BHA;YES;39 960;MPCA
368495479;UKR-000284 BHA;YES;46 620;MPCA
368495486;UKR-000284 BHA;YES;13 320;MPCA
368495493;UKR-000284 BHA;NO;19 980;MPCA
368495494;UKR-000284 BHA;NO;6 660;MPCA
368495500;UKR-000284 BHA;NO;19 980;MPCA
368495513;UKR-000284 BHA;YES;33 300;MPCA
368495533;UKR-000284 BHA;YES;37 820;MPCA | CashForRent
368495544;UKR-000284 BHA;YES;39 960;MPCA
368512816;UKR-000284 BHA;YES;26 640;MPCA
368512833;UKR-000284 BHA;YES;13 320;MPCA
368512844;UKR-000284 BHA;YES;19 980;MPCA
368512855;UKR-000284 BHA;YES;13 320;MPCA
368512864;UKR-000284 BHA;YES;33 300;MPCA
368512879;UKR-000284 BHA;YES;19 980;MPCA
368512891;UKR-000284 BHA;YES;13 320;MPCA
368512902;UKR-000284 BHA;YES;13 320;MPCA
368512911;UKR-000284 BHA;YES;13 320;MPCA
368512927;UKR-000284 BHA;YES;19 980;MPCA
368512942;UKR-000284 BHA;YES;39 960;MPCA
368512952;UKR-000284 BHA;YES;26 640;MPCA
368512961;UKR-000284 BHA;YES;19 980;MPCA
368512971;UKR-000284 BHA;YES;6 660;MPCA
368512987;UKR-000284 BHA;YES;19 980;MPCA
368513000;UKR-000284 BHA;NO;13 320;MPCA
368909287;UKR-000284 BHA;YES;63 980;MPCA | CashForRent
368909298;UKR-000284 BHA;YES;53 280;MPCA
368921291;UKR-000284 BHA;NO;19 980;MPCA
368921304;UKR-000284 BHA;YES;57 320;MPCA | CashForRent
369718980;UKR-000284 BHA;YES;6 660;MPCA
370260146;UKR-000284 BHA;YES;13 320;MPCA
370667488;UKR-000284 BHA;YES;6 660;MPCA
370667498;UKR-000284 BHA;YES;6 660;MPCA
370667511;UKR-000284 BHA;YES;46 620;MPCA
370734074;UKR-000284 BHA;YES;58 800;MPCA | CashForRent
370739403;UKR-000284 BHA;YES;68 640;MPCA | CashForRent
370739416;UKR-000284 BHA;YES;6 660;MPCA
370739439;UKR-000284 BHA;YES;19 980;MPCA
370739449;UKR-000284 BHA;YES;26 640;MPCA
370739466;UKR-000284 BHA;YES;13 320;MPCA
370739487;UKR-000284 BHA;YES;26 640;MPCA
370739523;UKR-000284 BHA;NO;26 640;MPCA
370739541;UKR-000284 BHA;YES;19 980;MPCA
370739564;UKR-000284 BHA;YES;52 320;MPCA | CashForRent
370739575;UKR-000284 BHA;YES;19 980;MPCA
370739591;UKR-000284 BHA;YES;6 660;MPCA
370739604;UKR-000284 BHA;YES;68 640;MPCA | CashForRent
370739620;UKR-000284 BHA;YES;58 820;MPCA | CashForRent
370739635;UKR-000284 BHA;YES;6 660;MPCA
370739648;UKR-000284 BHA;YES;13 320;MPCA
370837250;UKR-000284 BHA;YES;13 320;MPCA
370837272;UKR-000284 BHA;YES;33 300;MPCA
371108056;UKR-000284 BHA;YES;13 320;MPCA
371108067;UKR-000284 BHA;YES;26 640;MPCA
371108079;UKR-000284 BHA;YES;26 640;MPCA
371108093;UKR-000284 BHA;YES;6 660;MPCA
371218249;UKR-000284 BHA;YES;13 320;MPCA
372550328;UKR-000284 BHA;YES;26 640;MPCA
372550339;UKR-000284 BHA;YES;6 660;MPCA
372550352;UKR-000284 BHA;YES;19 980;MPCA
372550369;UKR-000284 BHA;YES;13 320;MPCA
372550384;UKR-000284 BHA;YES;13 320;MPCA
372933020;UKR-000284 BHA;YES;33 300;MPCA
372933037;UKR-000284 BHA;YES;19 980;MPCA
372933076;UKR-000284 BHA;YES;19 980;MPCA
372933113;UKR-000284 BHA;YES;6 660;MPCA
372933169;UKR-000284 BHA;YES;19 980;MPCA
372933190;UKR-000284 BHA;YES;6 660;MPCA
372933222;UKR-000284 BHA;YES;17 760;MPCA
372933239;UKR-000284 BHA;YES;26 640;MPCA
372933290;UKR-000284 BHA;NO;13 320;MPCA
372933332;UKR-000284 BHA;YES;19 980;MPCA
372933362;UKR-000284 BHA;YES;33 300;MPCA
372933379;UKR-000284 BHA;YES;6 660;MPCA
372933404;UKR-000284 BHA;YES;33 300;MPCA
372933427;UKR-000284 BHA;NO;6 660;MPCA
372933440;UKR-000284 BHA;YES;26 640;MPCA
372933464;UKR-000284 BHA;YES;26 640;MPCA
372933768;UKR-000284 BHA;YES;39 960;MPCA
372989879;UKR-000284 BHA;YES;19 980;MPCA
372989901;UKR-000284 BHA;YES;4 440;MPCA
372989976;UKR-000284 BHA;YES;26 640;MPCA
372990027;UKR-000284 BHA;YES;6 660;MPCA
372990441;UKR-000284 BHA;YES;6 660;MPCA
372990453;UKR-000284 BHA;YES;13 320;MPCA
372990487;UKR-000284 BHA;YES;19 980;MPCA
372990542;UKR-000284 BHA;YES;19 980;MPCA
372990614;UKR-000284 BHA;YES;6 660;MPCA
372990711;UKR-000284 BHA;YES;26 640;MPCA
372990781;UKR-000284 BHA;YES;19 980;MPCA
372991008;UKR-000284 BHA;YES;6 660;MPCA
372991294;UKR-000284 BHA;YES;19 980;MPCA
372991624;UKR-000284 BHA;YES;13 320;MPCA
372991653;UKR-000284 BHA;YES;4 440;MPCA
372991711;UKR-000284 BHA;YES;19 980;MPCA
372991769;UKR-000284 BHA;YES;6 660;MPCA
373260914;UKR-000284 BHA;YES;6 660;MPCA
373260925;UKR-000284 BHA;YES;33 300;MPCA
373260934;UKR-000284 BHA;YES;33 300;MPCA
373260940;UKR-000284 BHA;YES;19 980;MPCA
373260945;UKR-000284 BHA;YES;19 980;MPCA
373260957;UKR-000284 BHA;YES;33 300;MPCA
373260967;UKR-000284 BHA;YES;6 660;MPCA
373260987;UKR-000284 BHA;NO;19 980;MPCA
373260993;UKR-000284 BHA;YES;46 620;MPCA
373261000;UKR-000284 BHA;YES;19 980;MPCA
373261006;UKR-000284 BHA;YES;33 300;MPCA
373261014;UKR-000284 BHA;YES;33 300;MPCA
373261018;UKR-000284 BHA;YES;39 960;MPCA
373261025;UKR-000284 BHA;YES;13 320;MPCA
373401843;UKR-000284 BHA;NO;13 320;MPCA
373401874;UKR-000284 BHA;YES;33 300;MPCA
373401906;UKR-000284 BHA;YES;33 300;MPCA
373401936;UKR-000284 BHA;YES;26 640;MPCA
373401968;UKR-000284 BHA;YES;6 660;MPCA
373402032;UKR-000284 BHA;YES;19 980;MPCA
373402051;UKR-000284 BHA;YES;33 300;MPCA
373402072;UKR-000284 BHA;YES;13 320;MPCA
373402128;UKR-000284 BHA;YES;13 320;MPCA
373402151;UKR-000284 BHA;NO;13 320;MPCA
373402168;UKR-000284 BHA;YES;58 800;MPCA | CashForRent
373402207;UKR-000284 BHA;YES;13 320;MPCA
373402247;UKR-000284 BHA;YES;19 980;MPCA
373402276;UKR-000284 BHA;YES;26 640;MPCA
373402300;UKR-000284 BHA;YES;33 300;MPCA
373402326;UKR-000284 BHA;YES;13 320;MPCA
373402387;UKR-000284 BHA;NO;26 640;MPCA
373402400;UKR-000284 BHA;YES;13 320;MPCA
373402421;UKR-000284 BHA;YES;6 660;MPCA
373402435;UKR-000284 BHA;YES;13 320;MPCA
373402455;UKR-000284 BHA;YES;19 980;MPCA
373402468;UKR-000284 BHA;YES;6 660;MPCA
373402487;UKR-000284 BHA;YES;19 980;MPCA
373402544;UKR-000284 BHA;YES;13 320;MPCA
373402553;UKR-000284 BHA;YES;26 640;MPCA
373402589;UKR-000284 BHA;YES;6 660;MPCA
373402612;UKR-000284 BHA;YES;19 980;MPCA
373402614;UKR-000284 BHA;YES;26 640;MPCA
373402621;UKR-000284 BHA;YES;13 320;MPCA
373402642;UKR-000284 BHA;YES;19 980;MPCA
373402651;UKR-000284 BHA;NO;19 980;MPCA
373402662;UKR-000284 BHA;YES;13 320;MPCA
373402677;UKR-000284 BHA;YES;19 980;MPCA
373402707;UKR-000284 BHA;YES;26 640;MPCA
373402714;UKR-000284 BHA;YES;19 980;MPCA
373402726;UKR-000284 BHA;YES;13 320;MPCA
373402731;UKR-000284 BHA;YES;19 980;MPCA
373402764;UKR-000284 BHA;YES;13 320;MPCA
373402768;UKR-000284 BHA;YES;17 760;MPCA
373402789;UKR-000284 BHA;NO;26 640;MPCA
373402791;UKR-000284 BHA;YES;13 320;MPCA
373402798;UKR-000284 BHA;YES;6 660;MPCA
373402812;UKR-000284 BHA;YES;19 980;MPCA
373402820;UKR-000284 BHA;YES;26 640;MPCA
373402822;UKR-000284 BHA;YES;26 640;MPCA
373402831;UKR-000284 BHA;YES;13 320;MPCA
373402834;UKR-000284 BHA;YES;19 980;MPCA
373402840;UKR-000284 BHA;YES;19 980;MPCA
373402845;UKR-000284 BHA;YES;19 980;MPCA
373402861;UKR-000284 BHA;YES;6 660;MPCA
373402864;UKR-000284 BHA;YES;13 320;MPCA
373402870;UKR-000284 BHA;NO;13 320;MPCA
373402882;UKR-000284 BHA;YES;6 660;MPCA
373402889;UKR-000284 BHA;YES;13 320;MPCA
373402906;UKR-000284 BHA;YES;13 320;MPCA
373402912;UKR-000284 BHA;YES;19 980;MPCA
373402935;UKR-000284 BHA;YES;33 300;MPCA
373402959;UKR-000284 BHA;YES;19 980;MPCA
373402988;UKR-000284 BHA;YES;13 320;MPCA
373403006;UKR-000284 BHA;YES;13 320;MPCA
